OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_AREANAME,FMR_CODE,FMR_4PLUSBDR,Shape__Area,Shape__Length
2263,450,558,700,943,946,"Forest County, WI",NCNTY55041N55041,946,5549467770.82813,366440.227588149
2264,537,556,700,928,1230,"Grant County, WI",NCNTY55043N55043,1230,5708509458.79297,337542.910427446
2265,534,559,740,964,1281,"Clinton County, PA",NCNTY42035N42035,1281,4111500660.41797,342545.253557355
2266,503,554,692,867,935,"Crawford County, PA",NCNTY42039N42039,935,4821744210.88281,312715.821702839
2267,519,533,692,912,939,"Elk County, PA",NCNTY42047N42047,939,3837455033.72656,323068.777566941
2268,537,541,716,897,1135,"Forest County, PA",NCNTY42053N42053,1135,1990287018.21094,243014.791104866
2269,457,547,700,900,1046,"Thayer County, NE",NCNTY31169N31169,1046,2553977585.44531,202293.624922182
2270,457,529,700,895,983,"Thomas County, NE",NCNTY31171N31171,983,3340660983.27344,232493.763816488
2271,439,499,619,841,1087,"Obion County, TN",NCNTY47131N47131,1087,2223026507.21094,231586.226235808
2272,529,532,704,882,952,"Bosque County, TX",NCNTY48035N48035,952,3613142699.42578,304570.734935438
2273,593,596,789,1063,1067,"Brewster County, TX",NCNTY48043N48043,1067,21375361887.207,726176.497528496
2274,526,557,700,883,1079,"Briscoe County, TX",NCNTY48045N48045,1079,3448646288.91797,234787.572976673
2275,526,557,700,877,1079,"Brooks County, TX",NCNTY48047N48047,1079,3092554502.65234,241945.21910442
2276,564,597,751,997,1157,"Edwards County, TX",NCNTY48137N48137,1157,7342720906.19531,397287.52179956
2277,623,683,829,1116,1121,"Erath County, TX",NCNTY48143N48143,1121,3956569971.29688,256287.542070863
2278,485,497,658,824,889,"Henderson County, TN",NCNTY47077N47077,889,2067718220.23438,204612.596500798
2279,457,541,619,776,859,"Houston County, TN",NCNTY47083N47083,859,826639608.320313,145394.762387321
2280,521,522,624,832,871,"Taylor County, WV",NCNTY54091N54091,871,761678908.875,123682.450409061
2281,513,516,624,782,894,"Tucker County, WV",NCNTY54093N54093,894,1814079154.72266,208726.282434883
2282,457,468,619,776,919,"Van Buren County, TN",NCNTY47175N47175,919,1080211036.73828,168735.729997214
2283,468,480,635,798,1073,"Warren County, TN",NCNTY47177N47177,1073,1707437441.78125,197399.59830738
2284,733,776,976,1257,1504,"Mason County, TX",NCNTY48319N48319,1504,3277215949.67578,230170.944670988
2285,615,619,754,945,1292,"Matagorda County, TX",NCNTY48321N48321,1292,3865283346.29297,916650.133842413
2286,470,611,700,893,1175,"Dickenson County, VA",NCNTY51051N51051,1175,1361988548.70313,171892.047514967
2287,635,714,945,1184,1461,"Essex County, VA",NCNTY51057N51057,1461,1095424660.28906,306813.181555141
2288,467,529,700,1003,1006,"Jones County, SD",NCNTY46075N46075,1006,4854381650.40625,398473.855450597
2289,467,529,700,1012,1093,"Kingsbury County, SD",NCNTY46077N46077,1093,4378737678.11328,269758.072814094
2290,457,481,619,834,837,"White County, TN",NCNTY47185N47185,837,1501759667.77734,226795.186105036
2291,526,557,700,877,1079,"Mills County, TX",NCNTY48333N48333,1079,2679007639.07813,290537.785777172
2292,526,557,700,930,1079,"Motley County, TX",NCNTY48345N48345,1079,3745556340.89063,245200.494256796
2293,553,687,831,1090,1309,"Nacogdoches County, TX",NCNTY48347N48347,1309,3514967982.80078,477549.563060233
2294,625,629,779,1057,1254,"Navarro County, TX",NCNTY48349N48349,1254,3926861023.42188,293081.934711657
2295,526,529,700,887,1230,"Nolan County, TX",NCNTY48353N48353,1230,3322821506.47656,230337.385142868
2296,564,603,750,961,1227,"Ochiltree County, TX",NCNTY48357N48357,1227,3666538385.92578,242177.42729782
2297,532,601,783,1058,1281,"Palo Pinto County, TX",NCNTY48363N48363,1281,3618955770.23047,244901.768563925
2298,614,650,817,1085,1259,"Cottle County, TX",NCNTY48101N48101,1259,3412360654.71094,247867.424963232
2299,526,557,700,1012,1079,"Crane County, TX",NCNTY48103N48103,1079,2803799235.06641,293025.574974575
2300,526,557,700,1012,1079,"Crockett County, TX",NCNTY48105N48105,1079,9871323277.87109,597723.085831882
2301,526,609,700,930,1079,"Culberson County, TX",NCNTY48109N48109,1079,13610596182.1055,499444.753486046
2302,604,702,804,1007,1239,"Dallam County, TX",NCNTY48111N48111,1239,6011003621.86719,318557.934213269
2303,526,611,700,1012,1079,"Dawson County, TX",NCNTY48115N48115,1079,3311803310.17969,230251.96653311
2304,606,610,807,1028,1091,"Deaf Smith County, TX",NCNTY48117N48117,1091,5791792674.28906,313234.244214857
2305,526,529,700,943,1044,"Delta County, TX",NCNTY48119N48119,1044,1035262641.61328,279587.093194163
2306,526,529,700,951,1079,"Young County, TX",NCNTY48503N48503,1079,3450765882.25,235341.98154499
2307,472,545,624,793,1096,"Tyler County, WV",NCNTY54095N54095,1096,1134359946.24609,204688.319435597
2308,498,507,648,840,981,"Rhea County, TN",NCNTY47143N47143,981,1321138380.53516,216638.997226562
2309,457,468,619,855,921,"Scott County, TN",NCNTY47151N47151,921,2137452893.16016,241062.319220781
2310,526,529,700,877,1079,"Red River County, TX",NCNTY48387N48387,1079,3957252859.76953,427943.132113144
2311,543,575,723,1012,1114,"Reeves County, TX",NCNTY48389N48389,1114,9406860934.22266,555946.871066264
2312,564,656,751,941,1157,"Refugio County, TX",NCNTY48391N48391,1157,2607287521.60547,509774.277045757
2313,526,611,700,1011,1079,"Sutton County, TX",NCNTY48435N48435,1079,5090272511.26172,296288.359529842
2314,526,529,700,898,1079,"Swisher County, TX",NCNTY48437N48437,1079,3445485492.14844,234866.921737172
2315,628,665,836,1110,1288,"Terrell County, TX",NCNTY48443N48443,1288,8206801215.35547,461544.290145581
2316,544,547,724,975,979,"Terry County, TX",NCNTY48445N48445,979,3302647115.06641,229885.830271963
2317,526,557,700,1012,1079,"Throckmorton County, TX",NCNTY48447N48447,1079,3393734961.65234,233047.517337168
2318,564,567,700,898,1230,"Titus County, TX",NCNTY48449N48449,1230,1579465915.07422,243944.28612528
2319,603,607,803,1006,1237,"Trinity County, TX",NCNTY48455N48455,1237,2529389121.51953,267627.693766998
2320,532,618,708,950,1084,"Tyler County, TX",NCNTY48457N48457,1084,3292764256.46484,317384.492429425
2321,526,611,700,1012,1079,"Upton County, TX",NCNTY48461N48461,1079,4423938823.28906,267057.026891145
2322,565,676,841,1216,1477,"Westmoreland County, VA",NCNTY51193N51193,1477,972545269.433594,471691.683241582
2323,477,537,710,894,966,"Wise County-Norton city, VA HUD Nonmetro FMR Area",NCNTY51195N51195,966,1678005711.22266,238784.52236746
2324,472,541,702,880,1008,"Wythe County, VA",NCNTY51197N51197,1008,1886206846.06641,197152.95418845
2325,526,605,700,1012,1230,"Wilbarger County, TX",NCNTY48487N48487,1230,3701276401.14844,309762.67743954
2326,526,611,700,877,1079,"Yoakum County, TX",NCNTY48501N48501,1079,2964260203.54297,217942.684085558
2327,452,611,700,1012,1169,"Garfield County, WA",NCNTY53023N53023,1169,3914817434.875,356003.845876483
2328,526,611,700,1012,1079,"Zapata County, TX",NCNTY48505N48505,1079,3464329702.75195,267919.27656249
2329,526,611,700,877,1079,"Zavala County, TX",NCNTY48507N48507,1079,4411660986.92188,269287.299739494
2330,586,642,800,1077,1081,"Sauk County, WI",NCNTY55111N55111,1081,4167799055.87109,297555.683047132
2331,509,599,792,992,1071,"Sawyer County, WI",NCNTY55113N55113,1071,7214585386.58594,360151.414671828
2332,537,540,700,912,1012,"Shawano County, WI",NCNTY55115N55115,1012,4676667869.94141,357754.330158104
2333,564,597,751,997,1157,"Roberts County, TX",NCNTY48393N48393,1157,3649958734.35938,241748.256973048
2334,526,529,700,877,946,"Runnels County, TX",NCNTY48399N48399,946,3804596418.375,246815.981823621
2335,526,529,700,877,1079,"Sabine County, TX",NCNTY48403N48403,1079,2053907051.94531,242771.043989053
2336,552,556,735,921,1133,"San Augustine County, TX",NCNTY48405N48405,1133,2111752079.46094,306291.009752558
2337,526,557,700,952,956,"San Jacinto County, TX",NCNTY48407N48407,956,2201293959.98828,262430.702112629
2338,526,529,700,1012,1079,"San Saba County, TX",NCNTY48411N48411,1079,4038471341.82031,373694.065756166
2339,526,536,700,930,1079,"Schleicher County, TX",NCNTY48413N48413,1079,4625219064.71875,286117.936967802
2340,640,677,851,1172,1439,"Scurry County, TX",NCNTY48415N48415,1439,3332363043.35938,230602.978517629
2341,526,601,700,1012,1106,"Shackelford County, TX",NCNTY48417N48417,1106,3360726078.60938,231977.675167544
2342,526,529,700,889,1063,"Shelby County, TX",NCNTY48419N48419,1063,3001216931,311776.195254585
2343,526,611,700,943,946,"Sherman County, TX",NCNTY48421N48421,946,3686664650.05859,242838.264583496
2344,470,530,700,927,1189,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",NCNTY51143N51143,1189,4137813151.01563,310069.471801426
2345,593,668,883,1106,1194,"Prince Edward County, VA",NCNTY51147N51147,1194,1447972972.09766,212233.575323546
2346,535,619,809,1070,1218,"Kane County, UT",NCNTY49025N49025,1218,16838257131.2813,702811.998939001
2347,457,541,619,830,1058,"Fentress County, TN",NCNTY47049N47049,1058,1997556263.29297,235883.867796783
2348,457,542,620,846,1022,"Gibson County, TN",NCNTY47053N47053,1022,2393611125.6875,246801.009128365
2349,521,597,765,958,1201,"Piute County, UT",NCNTY49031N49031,1201,3231070984.94531,287877.511045209
2350,528,605,776,1070,1218,"Rich County, UT",NCNTY49033N49033,1218,5041063382,400319.84373561
2351,476,611,699,930,1097,"San Juan County, UT",NCNTY49037N49037,1097,32814101371.582,1062571.91628906
2352,476,528,699,876,987,"Sanpete County, UT",NCNTY49039N49039,987,6954573486.35547,411513.259839019
2353,476,584,699,969,1099,"Sevier County, UT",NCNTY49041N49041,1099,8179676524.83594,432434.390971408
2354,760,977,1183,1570,2078,"Summit County, UT",NCNTY49043N49043,2078,8526600983.52734,630637.199240118
2355,588,692,916,1209,1402,"Uintah County, UT",NCNTY49047N49047,1402,19976938913.3633,706780.662081644
2356,703,781,1033,1347,1788,"Wasatch County, UT",NCNTY49051N49051,1788,5388005989.50781,437795.758010948
2357,583,595,762,955,1030,"Essex County, VT",NCNTY50009N50009,1030,3465155857.99219,380916.113357098
2358,501,504,667,836,902,"Mingo County, WV",NCNTY54059N54059,902,1758253985.20313,331261.887797089
2359,513,516,624,782,843,"Monroe County, WV",NCNTY54063N54063,843,1955533591.27734,237088.835741156
2360,457,529,700,895,983,"Loup County, NE",NCNTY31115N31115,983,2673130947.95703,207137.776431126
2361,476,611,699,876,1097,"Wayne County, UT",NCNTY49055N49055,1097,10397534694.7813,568435.236023968
2362,706,858,1006,1262,1497,"Addison County, VT",NCNTY50001N50001,1497,4048364587.66406,316368.588499581
2363,766,797,912,1228,1233,"Bennington County, VT",NCNTY50003N50003,1233,3286385818.16406,294994.070415817
2364,450,573,700,900,1100,"Pershing County, NV",NCNTY32027N32027,1100,27159293932.3516,712412.608026851
2365,548,551,700,886,998,"Taylor County, WI",NCNTY55119N55119,998,5137190810.91406,306841.375074634
2366,489,529,700,893,1020,"Trempealeau County, WI",NCNTY55121N55121,1020,3753191716.19141,313260.76144445
2367,462,531,703,881,950,"Vernon County, WI",NCNTY55123N55123,950,4032528689.69531,305542.220003425
2368,457,468,619,788,919,"Overton County, TN",NCNTY47133N47133,919,1739448416.15234,196305.580863532
2369,457,481,619,776,919,"Pickett County, TN",NCNTY47137N47137,919,701746815.375,183298.809302106
2370,538,538,668,952,991,"Putnam County, TN",NCNTY47141N47141,991,1602023174.48438,302687.720912664
2371,616,625,724,1030,1130,"Sevier County, TN",NCNTY47155N47155,1130,2357497262.5625,264480.162657688
2372,528,605,776,1070,1218,"Daggett County, UT",NCNTY49009N49009,1218,3268876179.39063,359266.463965063
2373,476,545,699,1011,1019,"Garfield County, UT",NCNTY49017N49017,1019,21674448139.832,795294.343463049
2374,472,475,619,812,968,"Greene County, TN",NCNTY47059N47059,968,2456589175.87891,304808.638143892
2375,480,506,624,850,1035,"Wetzel County, WV",NCNTY54103N54103,1035,1578571950.36328,220083.178904592
2376,513,516,624,902,998,"Wyoming County, WV",NCNTY54109N54109,998,2074663946.11719,278523.970671985
2377,526,529,700,877,1005,"Ashland County, WI",NCNTY55003N55003,1005,5723428865.57813,750096.724070123
2378,450,545,700,916,1230,"Green Lake County, WI",NCNTY55047N55047,1230,1890407050.40625,196975.217123135
2379,478,529,700,899,990,"Iron County, WI",NCNTY55051N55051,990,4348062293.35938,348472.321504366
2380,478,564,700,934,1016,"Jackson County, WI",NCNTY55053N55053,1016,5063045651.94141,355453.29876673
2381,568,640,847,1182,1236,"Jefferson County, WI",NCNTY55055N55055,1236,2825025963.82031,212398.226772364
2382,487,541,714,967,1101,"Juneau County, WI",NCNTY55057N55057,1101,4021010470.76953,337349.681756975
2383,526,529,700,943,946,"Langlade County, WI",NCNTY55067N55067,946,4641543730.88672,313875.087781164
2384,558,757,869,1256,1328,"White Pine County, NV",NCNTY32033N32033,1328,38685414422.4375,796323.727703746
2385,708,808,1038,1374,1403,"Belknap County, NH",NCNTY33001N33001,1403,2308654837.875,235675.499629238
2386,526,529,700,877,1079,"Mitchell County, TX",NCNTY48335N48335,1079,3330313249.82813,230943.757951486
2387,532,535,700,1012,1230,"Live Oak County, TX",NCNTY48297N48297,1230,3621663168.5625,276094.487531228
2388,611,615,813,1019,1253,"Llano County, TX",NCNTY48299N48299,1253,3395002037.37891,273367.583825228
2389,548,551,729,913,1139,"Panola County, TX",NCNTY48365N48365,1139,2977052204.64844,247760.605006144
2390,526,611,700,962,1230,"Parmer County, TX",NCNTY48369N48369,1230,3386347352.57422,232692.264067701
2391,614,650,817,1130,1435,"Pecos County, TX",NCNTY48371N48371,1435,16773966837.7852,729575.861279929
2392,566,569,753,981,1125,"Polk County, TX",NCNTY48373N48373,1125,3907391440.45313,332566.107729778
2393,526,557,700,1012,1079,"Presidio County, TX",NCNTY48377N48377,1079,13360092699.1797,637447.392495999
2394,546,582,700,1012,1083,"Rains County, TX",NCNTY48379N48379,1083,952976618.820313,162394.743130269
2395,563,654,749,941,1154,"Reagan County, TX",NCNTY48383N48383,1154,4191097731.91797,261472.48003583
2396,485,631,722,977,1119,"Lunenburg County, VA",NCNTY51111N51111,1119,1756705347.64063,210171.342491116
2397,646,774,961,1204,1486,"Madison County, VA",NCNTY51113N51113,1486,1359959666.49609,194561.225748721
2398,424,510,641,826,1092,"Upshur County, WV",NCNTY54097N54097,1092,1519170443.91016,191144.552339207
2399,442,499,660,827,946,"Webster County, WV",NCNTY54101N54101,946,2355670669.32813,214257.4218511
2400,543,546,711,891,1107,"Maverick County, TX",NCNTY48323N48323,1107,4366897488.57422,343991.030896888
2401,534,565,710,890,1094,"Menard County, TX",NCNTY48327N48327,1094,3183451769.90625,238452.227402943
2402,526,529,700,927,1230,"Milam County, TX",NCNTY48331N48331,1230,3597697244.96094,275474.274082004
2403,650,654,865,1084,1333,"Montague County, TX",NCNTY48337N48337,1333,3518015794.82031,266471.839712418
2404,561,604,746,963,1149,"Moore County, TX",NCNTY48341N48341,1149,3592859747.88672,239704.625603746
2405,450,559,700,1012,1212,"Morris County, TX",NCNTY48343N48343,1212,957518420.621094,191703.209590856
2406,470,611,700,992,1022,"Grayson County, VA",NCNTY51077N51077,1022,1798126233.45703,245136.567405214
2407,541,609,806,1107,1246,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",NCNTY51081N51081,1246,1225430403.19141,234180.303200936
2408,470,529,700,877,946,"Halifax County, VA",NCNTY51083N51083,946,3354747210.05078,312087.480254069
2409,470,563,700,931,1082,"Highland County, VA",NCNTY51091N51091,1082,1754604965.81641,202234.400954451
2410,614,618,818,1025,1274,"Park County, WY",NCNTY56029N56029,1274,35491393168.3359,1016403.54344472
2411,494,579,736,938,1198,"Mecklenburg County, VA",NCNTY51117N51117,1198,2740578802.42578,283016.034829664
2412,689,761,1006,1260,1360,"Middlesex County, VA",NCNTY51119N51119,1360,554580185.84375,256744.775574281
2413,582,704,866,1085,1171,"Northampton County, VA",NCNTY51131N51131,1171,849851029.441406,1514888.44650464
2414,509,572,757,1095,1171,"Northumberland County, VA",NCNTY51133N51133,1171,818665099.464844,744626.200900091
2415,476,545,699,945,1155,"Beaver County, UT",NCNTY49001N49001,1155,10905079186.0898,500366.384028375
2416,500,549,699,1011,1211,"Carbon County, UT",NCNTY49007N49007,1211,6496842754.91016,431412.45189484
2417,555,684,816,1142,1363,"Duchesne County, UT",NCNTY49013N49013,1363,14488269274.8555,517888.3902115
2418,476,611,699,887,945,"Emery County, UT",NCNTY49015N49015,945,19202982986.2031,789090.6177166
2419,562,644,826,1112,1117,"Grand County, UT",NCNTY49019N49019,1117,15817438711.9219,661478.192790409
2420,475,598,699,1011,1179,"Iron County, UT",NCNTY49021N49021,1179,13737186383.293,549640.62988651
2421,555,577,739,926,1139,"Hansford County, TX",NCNTY48195N48195,1139,3675696539.34375,242478.452061907
2422,566,569,753,943,1160,"McCulloch County, TX",NCNTY48307N48307,1160,3811779741.34766,298150.481259147
2423,564,597,751,997,1157,"McMullen County, TX",NCNTY48311N48311,1157,3882972988.06641,253393.854599684
2424,606,623,807,1011,1091,"Madison County, TX",NCNTY48313N48313,1091,1669388791.98438,231611.971843463
2425,526,557,700,919,1230,"Marion County, TX",NCNTY48315N48315,1230,1544858246.43359,237200.393661361
2426,614,671,768,1019,1256,"Adams County, WA",NCNTY53001N53001,1256,10735074161.6328,485525.539838142
2427,638,751,993,1398,1517,"Clallam County, WA",NCNTY53009N53009,1517,10222304697.2266,742117.070485742
2428,512,599,792,1079,1097,"Ferry County, WA",NCNTY53019N53019,1097,13289091058.1719,594287.067767679
2429,527,642,821,1187,1400,"Grays Harbor County, WA",NCNTY53027N53027,1400,10805079005.3125,753920.931296192
2430,871,886,1081,1563,1857,"Island County, WA",NCNTY53029N53029,1857,1227943184.07031,487796.670991125
2431,656,764,1010,1460,1660,"Jefferson County, WA",NCNTY53031N53031,1660,10409198569.4688,960222.945651754
2432,610,718,950,1374,1669,"Kittitas County, WA",NCNTY53037N53037,1669,13046936979.0469,639838.246316948
2433,467,611,700,1012,1104,"Walworth County, SD",NCNTY46129N46129,1104,3915508337.75781,271288.928417567
2434,478,541,716,957,1016,"Yankton County, SD",NCNTY46135N46135,1016,2579023244.125,221235.309505158
2435,467,529,700,944,1084,"Ziebach County, SD",NCNTY46137N46137,1084,10201085093.2266,521590.309949511
2436,554,558,714,937,1161,"Bedford County, TN",NCNTY47003N47003,1161,1860038737.94922,229611.619876245
2437,457,530,619,853,915,"Benton County, TN",NCNTY47005N47005,915,1732819869.27734,246399.531513275
